minuto,jugador,equipo,liga,tipo_intervencion,estadio,arbitro,decision_inicial,decision_final,resultado_correcto
13,Jugador_54,River,Argentina,on-field review,Monumental,Oliver,offside,penal,0
74,Jugador_168,Aston Villa,Premier League,silent check,Emirates,Oliver,gol,offside,1
3,Jugador_33,Newells,Argentina,on-field review,Bombonera,Taylor,offside,offside,1
95,Jugador_98,River,Argentina,silent check,Nuevo Gasómetro,Oliver,gol,offside,1
84,Jugador_292,Tottenham,Premier League,on-field review,Emirates,Oliver,penal,roja,0
44,Jugador_244,Chelsea,Premier League,on-field review,Etihad,Atkinson,penal,roja,0
23,Jugador_271,Aston Villa,Premier League,silent check,Anfield,Rapallini,offside,offside,1
53,Jugador_445,River,Argentina,on-field review,Tomás Ducó,Pitana,gol,penal,0
28,Jugador_24,Tottenham,Premier League,silent check,Etihad,Lousteau,gol,offside,0
22,Jugador_494,Chelsea,Premier League,silent check,Tottenham Stadium,Oliver,offside,gol,1
62,Jugador_415,Chelsea,Premier League,silent check,Tottenham Stadium,Lousteau,penal,offside,0
31,Jugador_404,Huracán,Argentina,on-field review,Monumental,Atkinson,gol,penal,1
32,Jugador_368,Manchester City,Premier League,silent check,Tottenham Stadium,Atkinson,gol,gol,0
1,Jugador_200,Chelsea,Premier League,silent check,Old Trafford,Taylor,gol,gol,0
88,Jugador_487,Huracán,Argentina,silent check,Tomás Ducó,Atkinson,offside,offside,1
23,Jugador_165,Manchester United,Premier League,silent check,Etihad,Lousteau,roja,gol,1
30,Jugador_455,Liverpool,Premier League,silent check,Stamford Bridge,Dean,gol,roja,1
82,Jugador_2,Aston Villa,Premier League,silent check,Emirates,Tello,penal,roja,1
38,Jugador_440,Chelsea,Premier League,on-field review,Old Trafford,Tello,penal,roja,1
11,Jugador_40,Liverpool,Premier League,silent check,Etihad,Taylor,penal,gol,1
52,Jugador_74,River,Argentina,on-field review,Nuevo Gasómetro,Lousteau,penal,gol,1
73,Jugador_319,Tottenham,Premier League,silent check,Emirates,Tello,penal,roja,1
91,Jugador_286,Arsenal,Premier League,on-field review,Old Trafford,Dean,roja,gol,0
72,Jugador_428,Arsenal,Premier League,on-field review,Emirates,Rapallini,penal,roja,0
13,Jugador_303,Tottenham,Premier League,silent check,Stamford Bridge,Taylor,roja,roja,1
81,Jugador_220,Rosario Central,Argentina,silent check,Cilindro,Taylor,gol,roja,0
60,Jugador_126,Manchester City,Premier League,on-field review,Stamford Bridge,Rapallini,penal,penal,1
21,Jugador_23,River,Argentina,on-field review,Bombonera,Lousteau,roja,gol,0
41,Jugador_224,Manchester City,Premier League,silent check,Tottenham Stadium,Rapallini,offside,gol,1
36,Jugador_275,Liverpool,Premier League,on-field review,Old Trafford,Taylor,penal,offside,1
75,Jugador_298,Chelsea,Premier League,silent check,Tottenham Stadium,Taylor,roja,offside,0
81,Jugador_287,River,Argentina,silent check,Cilindro,Oliver,penal,roja,0
21,Jugador_23,Newcastle,Premier League,on-field review,Etihad,Taylor,penal,roja,0
84,Jugador_149,Newcastle,Premier League,on-field review,Old Trafford,Dean,roja,gol,0
53,Jugador_300,Liverpool,Premier League,silent check,Old Trafford,Dean,roja,gol,0
53,Jugador_47,Aston Villa,Premier League,on-field review,Old Trafford,Atkinson,penal,gol,1
24,Jugador_45,Aston Villa,Premier League,silent check,Anfield,Oliver,penal,penal,0
7,Jugador_332,Aston Villa,Premier League,on-field review,Tottenham Stadium,Tello,penal,offside,1
6,Jugador_370,Liverpool,Premier League,silent check,Tottenham Stadium,Tello,penal,roja,1
90,Jugador_376,Newells,Argentina,silent check,Tomás Ducó,Taylor,roja,gol,1
86,Jugador_50,Arsenal,Premier League,silent check,Tottenham Stadium,Atkinson,roja,gol,1
67,Jugador_287,Manchester City,Premier League,silent check,Old Trafford,Lousteau,roja,roja,1
5,Jugador_3,Manchester City,Premier League,silent check,Emirates,Pitana,penal,roja,1
38,Jugador_39,Boca,Argentina,silent check,Nuevo Gasómetro,Atkinson,gol,penal,1
23,Jugador_261,Liverpool,Premier League,silent check,Etihad,Pitana,roja,penal,1
36,Jugador_289,Arsenal,Premier League,silent check,Anfield,Tello,roja,penal,0
31,Jugador_474,San Lorenzo,Argentina,on-field review,Tomás Ducó,Tello,roja,roja,1
7,Jugador_419,Arsenal,Premier League,silent check,Anfield,Atkinson,gol,roja,1
49,Jugador_145,River,Argentina,on-field review,Bombonera,Lousteau,gol,offside,1
42,Jugador_100,Newcastle,Premier League,silent check,Emirates,Oliver,roja,penal,0
7,Jugador_310,Aston Villa,Premier League,on-field review,Stamford Bridge,Dean,roja,penal,1
38,Jugador_103,Chelsea,Premier League,on-field review,Stamford Bridge,Oliver,offside,gol,1
52,Jugador_41,Rosario Central,Argentina,silent check,Cilindro,Pitana,roja,gol,0
63,Jugador_280,Rosario Central,Argentina,on-field review,Cilindro,Lousteau,roja,offside,0
13,Jugador_302,Arsenal,Premier League,on-field review,Old Trafford,Atkinson,gol,offside,0
16,Jugador_122,Independiente,Argentina,silent check,Tomás Ducó,Tello,roja,offside,1
65,Jugador_232,San Lorenzo,Argentina,on-field review,Monumental,Pitana,roja,offside,1
80,Jugador_226,Newcastle,Premier League,on-field review,Etihad,Pitana,roja,gol,1
24,Jugador_28,Tottenham,Premier League,silent check,Emirates,Oliver,gol,offside,1
65,Jugador_394,Aston Villa,Premier League,silent check,Old Trafford,Oliver,gol,offside,0
58,Jugador_449,San Lorenzo,Argentina,on-field review,Cilindro,Pitana,offside,roja,1
42,Jugador_142,River,Argentina,on-field review,Bombonera,Dean,penal,roja,0
35,Jugador_267,Manchester City,Premier League,on-field review,Stamford Bridge,Pitana,penal,roja,0
91,Jugador_132,Arsenal,Premier League,on-field review,Old Trafford,Rapallini,roja,penal,1
23,Jugador_205,San Lorenzo,Argentina,on-field review,Tomás Ducó,Lousteau,penal,penal,0
70,Jugador_132,River,Argentina,on-field review,Bombonera,Atkinson,roja,offside,1
1,Jugador_477,Boca,Argentina,on-field review,Nuevo Gasómetro,Lousteau,gol,roja,1
7,Jugador_66,Aston Villa,Premier League,silent check,Emirates,Oliver,roja,penal,1
6,Jugador_258,Racing,Argentina,on-field review,Cilindro,Tello,gol,gol,1
16,Jugador_368,Newcastle,Premier League,on-field review,Etihad,Oliver,penal,gol,1
44,Jugador_260,Boca,Argentina,silent check,Libertadores de América,Atkinson,roja,gol,0
34,Jugador_23,Huracán,Argentina,silent check,Libertadores de América,Tello,offside,gol,0
59,Jugador_219,Arsenal,Premier League,silent check,Old Trafford,Atkinson,offside,offside,1
64,Jugador_19,Newells,Argentina,on-field review,Cilindro,Lousteau,gol,roja,0
88,Jugador_363,Aston Villa,Premier League,on-field review,Tottenham Stadium,Oliver,penal,penal,0
76,Jugador_61,Racing,Argentina,silent check,Libertadores de América,Dean,offside,penal,0
42,Jugador_348,Newells,Argentina,on-field review,Cilindro,Tello,gol,gol,0
8,Jugador_156,Arsenal,Premier League,silent check,Emirates,Pitana,penal,roja,1
90,Jugador_182,Huracán,Argentina,on-field review,Bombonera,Atkinson,gol,penal,1
40,Jugador_305,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Tello,gol,offside,0
35,Jugador_1,Liverpool,Premier League,on-field review,Stamford Bridge,Tello,offside,penal,1
61,Jugador_416,Huracán,Argentina,silent check,Tomás Ducó,Oliver,gol,roja,1
47,Jugador_398,Tottenham,Premier League,silent check,Etihad,Tello,penal,penal,1
82,Jugador_466,Tottenham,Premier League,on-field review,Old Trafford,Atkinson,gol,offside,1
23,Jugador_349,Huracán,Argentina,silent check,Libertadores de América,Pitana,penal,roja,0
26,Jugador_359,Rosario Central,Argentina,silent check,Cilindro,Atkinson,roja,offside,1
45,Jugador_89,Manchester City,Premier League,silent check,Stamford Bridge,Dean,offside,offside,1
30,Jugador_350,Tottenham,Premier League,on-field review,Etihad,Dean,penal,penal,1
51,Jugador_46,Tottenham,Premier League,silent check,Emirates,Taylor,roja,gol,1
44,Jugador_197,Newells,Argentina,silent check,Bombonera,Tello,offside,gol,0
27,Jugador_185,Newells,Argentina,on-field review,Libertadores de América,Rapallini,penal,offside,1
65,Jugador_270,Independiente,Argentina,silent check,Bombonera,Dean,penal,penal,0
26,Jugador_201,Tottenham,Premier League,on-field review,Anfield,Pitana,offside,roja,0
74,Jugador_408,Arsenal,Premier League,silent check,Old Trafford,Dean,penal,gol,0
22,Jugador_351,River,Argentina,silent check,Cilindro,Rapallini,gol,gol,1
29,Jugador_156,Racing,Argentina,silent check,Cilindro,Rapallini,roja,roja,0
18,Jugador_167,Rosario Central,Argentina,on-field review,Cilindro,Atkinson,gol,offside,0
91,Jugador_96,Newcastle,Premier League,silent check,Emirates,Rapallini,penal,roja,0
66,Jugador_265,Liverpool,Premier League,silent check,Etihad,Rapallini,penal,roja,0
49,Jugador_346,San Lorenzo,Argentina,on-field review,Bombonera,Rapallini,gol,penal,1
23,Jugador_176,San Lorenzo,Argentina,silent check,Monumental,Tello,offside,offside,1
19,Jugador_229,Racing,Argentina,on-field review,Nuevo Gasómetro,Rapallini,gol,gol,1
40,Jugador_122,River,Argentina,on-field review,Cilindro,Rapallini,roja,offside,1
43,Jugador_421,Newells,Argentina,silent check,Nuevo Gasómetro,Dean,gol,offside,1
81,Jugador_208,Independiente,Argentina,on-field review,Libertadores de América,Tello,penal,roja,0
90,Jugador_55,Arsenal,Premier League,on-field review,Etihad,Tello,penal,roja,1
63,Jugador_229,Manchester United,Premier League,on-field review,Stamford Bridge,Dean,offside,offside,1
92,Jugador_267,Independiente,Argentina,silent check,Libertadores de América,Lousteau,roja,gol,0
90,Jugador_29,Newells,Argentina,silent check,Libertadores de América,Taylor,gol,offside,1
27,Jugador_4,Newells,Argentina,on-field review,Libertadores de América,Lousteau,roja,penal,0
52,Jugador_144,Rosario Central,Argentina,on-field review,Tomás Ducó,Tello,gol,offside,0
75,Jugador_349,Rosario Central,Argentina,on-field review,Cilindro,Atkinson,offside,offside,0
34,Jugador_238,San Lorenzo,Argentina,on-field review,Cilindro,Rapallini,penal,offside,1
1,Jugador_164,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Atkinson,gol,penal,0
11,Jugador_404,Arsenal,Premier League,on-field review,Emirates,Taylor,offside,roja,0
64,Jugador_132,Independiente,Argentina,silent check,Tomás Ducó,Oliver,offside,penal,0
87,Jugador_128,Manchester City,Premier League,silent check,Etihad,Rapallini,penal,offside,1
89,Jugador_116,Newells,Argentina,silent check,Tomás Ducó,Tello,offside,roja,0
66,Jugador_397,Arsenal,Premier League,silent check,Emirates,Lousteau,offside,roja,1
